phone_id,phone_number,phone_type,owner_person_id,service_provider,status,case_id
PH03047,+91-9166420322,Mobile,P03911,MetroWave Communications,Active,C0274
PH03048,+91-9695366264,Mobile,P03912,Vi,Inactive,C0274
PH03049,+91-9300272372,Mobile,P03916,BSNL,Active,C0274
PH03050,+91-8068739122,Mobile,P03917,Vi,Active,C0274
PH03051,+91-9817229610,Mobile,P03918,Airtel,Active,C0274
PH03052,+91-8857790013,Mobile,P03919,Airtel,Active,C0274
PH03053,+91-8738343888,Mobile,P03921,BSNL,Active,C0275
PH03054,+91-8279441655,Mobile,P03922,Jio,Active,C0275
PH03055,+91-9501176363,Landline,P03925,MetroWave Communications,Active,C0275
PH03056,+91-9311514699,Mobile,P03926,Airtel,Active,C0275
PH03057,+91-8285422370,Mobile,P03927,MetroWave Communications,Active,C0275
PH03058,+91-9564138032,Mobile,P03927,BSNL,Active,C0275
PH03059,+91-8937961632,Mobile,P03929,BSNL,Active,C0275
PH03060,+91-8250931739,Mobile,P03930,MetroWave Communications,Active,C0275
PH03061,+91-7768388154,Mobile,P03931,BSNL,Active,C0275
PH03062,+91-8247669929,Mobile,P03932,Vi,Active,C0275
PH03063,+91-8964168926,Mobile,P03932,Vi,Active,C0275
PH03064,+91-7621226950,Mobile,P03933,Jio,Active,C0275
PH03065,+91-9864396877,Mobile,P03934,Airtel,Active,C0276
PH03066,+91-9107297859,Mobile,P03936,BSNL,Inactive,C0276
PH03067,+91-7215143712,Mobile,P03938,Jio,Active,C0276
PH03068,+91-8965742241,Mobile,P03940,MetroWave Communications,Inactive,C0276
PH03069,+91-9988698526,Mobile,P03940,Airtel,Active,C0276
PH03070,+91-8010174867,Mobile,P03941,MetroWave Communications,Active,C0276
PH03071,+91-9711255521,Mobile,P03942,Jio,Active,C0276
PH03072,+91-8169012348,Mobile,P03944,MetroWave Communications,Active,C0276
PH03073,+91-8090719897,Mobile,P03427,Airtel,Active,C0277
PH03074,+91-7665369250,Mobile,P03946,BSNL,Inactive,C0277
PH03075,+91-7586243746,Mobile,P03947,BSNL,Active,C0277
PH03076,+91-7460946972,Landline,P03949,Airtel,Active,C0278
PH03077,+91-9800946089,Landline,P03950,MetroWave Communications,Active,C0278
PH03078,+91-8341327600,Mobile,P03951,Airtel,Inactive,C0278
PH03079,+91-8048844821,Mobile,P03952,Jio,Active,C0278
PH03080,+91-8581074592,Mobile,P03953,Jio,Active,C0278
PH03081,+91-9498110431,Mobile,P03955,Airtel,Active,C0278
PH03082,+91-7676839351,Mobile,P03958,BSNL,Active,C0278
PH03083,+91-9888685852,Mobile,P03961,BSNL,Active,C0278
PH03084,+91-7198417887,Mobile,P03962,BSNL,Active,C0278
PH03085,+91-9452206671,Mobile,P03964,Jio,Active,C0278
PH03086,+91-9187134854,Mobile,P03965,Jio,Active,C0278
PH03087,+91-9873857549,Mobile,P03966,Vi,Active,C0278
PH03088,+91-7700909725,Mobile,P03967,Airtel,Active,C0278
PH03089,+91-8674500600,Mobile,P03968,Vi,Active,C0278
PH03090,+91-7155483627,Mobile,P03969,Jio,Active,C0278
PH03091,+91-7599178926,Mobile,P03971,Vi,Active,C0278
PH03092,+91-8683135244,Mobile,P03972,Jio,Active,C0279
PH03093,+91-9862664372,Mobile,P03973,Airtel,Active,C0279
PH03094,+91-8327306684,Mobile,P03974,Jio,Active,C0279
PH03095,+91-7705953517,Mobile,P03976,Jio,Active,C0279
PH03096,+91-9853861646,Mobile,P03977,Airtel,Active,C0279
PH03097,+91-8047087881,Mobile,P03978,Vi,Active,C0279
PH03098,+91-7927703599,Mobile,P03981,Vi,Active,C0279
PH03099,+91-7724025819,Mobile,P03982,Airtel,Inactive,C0279
PH03100,+91-7530255964,Mobile,P03984,Vi,Active,C0279
PH03101,+91-8892537247,Mobile,P03986,Airtel,Active,C0279
PH03102,+91-8422844156,Mobile,P03987,Airtel,Active,C0279
PH03103,+91-9409984603,Mobile,P03988,Jio,Inactive,C0279
PH03104,+91-8178737309,Mobile,P03993,Vi,Active,C0279
PH03105,+91-8176173979,Mobile,P03994,Jio,Active,C0279
PH03106,+91-7504995775,Mobile,P03996,BSNL,Active,C0279
PH03107,+91-9566528630,Mobile,P03997,Airtel,Active,C0280
PH03108,+91-8290477662,Mobile,P03998,Vi,Active,C0280
PH03109,+91-8966754645,Mobile,P04000,Airtel,Active,C0280
PH03110,+91-8584149545,Mobile,P04001,Jio,Active,C0280
PH03111,+91-8602740935,Mobile,P04001,Jio,Inactive,C0280
PH03112,+91-9424106900,Mobile,P04002,Jio,Active,C0280
PH03113,+91-7417868258,Mobile,P04002,Airtel,Active,C0280
PH03114,+91-8590281863,Mobile,P04004,Jio,Active,C0281
PH03115,+91-9393539893,Landline,P04006,Jio,Active,C0282
PH03116,+91-9110406712,Mobile,P04006,MetroWave Communications,Active,C0282
PH03117,+91-7427034272,Mobile,P04009,BSNL,Active,C0282
PH03118,+91-8262357629,Mobile,P04010,Vi,Active,C0282
PH03119,+91-9760630058,Mobile,P04012,Jio,Active,C0283
PH03120,+91-8554788517,Mobile,P04013,BSNL,Active,C0283
PH03121,+91-9826353502,Mobile,P04014,BSNL,Inactive,C0283
PH03122,+91-7324421712,Mobile,P04015,BSNL,Active,C0283
PH03123,+91-7406627197,Mobile,P04015,MetroWave Communications,Active,C0283
PH03124,+91-7252886155,Mobile,P04019,BSNL,Active,C0285
PH03125,+91-7533472812,Mobile,P04020,BSNL,Active,C0285
PH03126,+91-9486471338,Mobile,P04021,Airtel,Active,C0285
PH03127,+91-9519591144,Mobile,P04023,Vi,Active,C0285
PH03128,+91-7379109817,Mobile,P04025,BSNL,Active,C0285
PH03129,+91-9450850727,Mobile,P04026,Vi,Inactive,C0285
PH03130,+91-9049154631,Mobile,P04027,MetroWave Communications,Active,C0285
PH03131,+91-8787054561,Mobile,P04027,MetroWave Communications,Active,C0285
PH03132,+91-7591826855,Mobile,P04028,Vi,Active,C0285
PH03133,+91-8350556516,Mobile,P04029,Jio,Active,C0285
PH03134,+91-9153931147,Mobile,P04030,BSNL,Active,C0285
PH03135,+91-7799956658,Mobile,P04031,MetroWave Communications,Active,C0285
PH03136,+91-8882189590,Mobile,P04032,MetroWave Communications,Active,C0285
PH03137,+91-8815848725,Mobile,P04034,Vi,Active,C0285
PH03138,+91-8661398238,Mobile,P04036,MetroWave Communications,Active,C0285
PH03139,+91-9794877595,Mobile,P04037,Jio,Active,C0285
PH03140,+91-7907685677,Mobile,P04038,Vi,Active,C0285
PH03141,+91-7894111937,Mobile,P04039,Vi,Active,C0285
PH03142,+91-9888861620,Mobile,P04040,Jio,Inactive,C0285
PH03143,+91-9506114704,Mobile,P04041,Jio,Active,C0285
PH03144,+91-9184873851,Mobile,P04045,Jio,Active,C0286
PH03145,+91-8948503873,Mobile,P04046,BSNL,Active,C0286
PH03146,+91-8695071464,Mobile,P04047,Vi,Active,C0286
PH03147,+91-8213025102,Mobile,P04047,BSNL,Active,C0286
PH03148,+91-7348553838,Mobile,P04048,Jio,Inactive,C0286
PH03149,+91-9905455588,Mobile,P04049,BSNL,Active,C0286
PH03150,+91-9097320365,Mobile,P04050,Vi,Active,C0286
PH03151,+91-9944475834,Mobile,P04051,BSNL,Active,C0286
PH03152,+91-7676055602,Mobile,P04052,MetroWave Communications,Active,C0286
PH03153,+91-9550230241,Mobile,P04053,Jio,Active,C0286
PH03154,+91-9959242806,Mobile,P04054,Jio,Active,C0286
PH03155,+91-9941400779,Mobile,P04054,BSNL,Active,C0286
PH03156,+91-7067484152,Mobile,P04057,Vi,Active,C0286
PH03157,+91-9778682972,Mobile,P04059,MetroWave Communications,Active,C0286
PH03158,+91-9303827013,Mobile,P04060,Airtel,Active,C0286
PH03159,+91-7196342069,Mobile,P04061,Airtel,Active,C0286
PH03160,+91-9140356542,Mobile,P04061,Jio,Active,C0286
PH03161,+91-7989969979,Mobile,P04062,Vi,Inactive,C0286
PH03162,+91-7134183497,Mobile,P04063,Airtel,Active,C0286
PH03163,+91-7137609557,Mobile,P04063,MetroWave Communications,Active,C0286
PH03164,+91-9857057153,Mobile,P04064,Vi,Active,C0286
PH03165,+91-8786970490,Mobile,P03625,MetroWave Communications,Active,C0287
PH03166,+91-7427206671,Mobile,P04066,Vi,Active,C0287
PH03167,+91-9904534274,Mobile,P04067,Jio,Active,C0287
PH03168,+91-7778919825,Mobile,P04071,MetroWave Communications,Active,C0287
PH03169,+91-7838222219,Mobile,P04073,Vi,Active,C0287
PH03170,+91-7789815774,Mobile,P04074,Vi,Active,C0287
PH03171,+91-7098210707,Mobile,P04075,MetroWave Communications,Active,C0287
PH03172,+91-9158274697,Mobile,P04078,Vi,Active,C0287
PH03173,+91-7152552109,Mobile,P04079,MetroWave Communications,Active,C0287
PH03174,+91-8806475151,Landline,P04081,Airtel,Active,C0287
PH03175,+91-8190593309,Mobile,P04082,Vi,Active,C0287
PH03176,+91-9447898860,Mobile,P04083,Airtel,Active,C0287
PH03177,+91-9511681194,Mobile,P04084,BSNL,Active,C0287
PH03178,+91-9238762809,Mobile,P04084,Airtel,Active,C0287
PH03179,+91-7952770182,Mobile,P04086,BSNL,Active,C0287
PH03180,+91-8250476287,Landline,P04087,MetroWave Communications,Active,C0287
PH03181,+91-8470825928,Mobile,P04088,Jio,Inactive,C0287
PH03182,+91-8705663548,Mobile,P04090,Airtel,Active,C0287
PH03183,+91-9521659758,Mobile,P04091,Airtel,Inactive,C0287
PH03184,+91-8507094383,Mobile,P04092,BSNL,Active,C0287
PH03185,+91-7785798137,Mobile,P04092,Airtel,Active,C0287
PH03186,+91-8806667489,Mobile,P04096,Jio,Active,C0287
PH03187,+91-7720343541,Mobile,P04097,BSNL,Active,C0287
PH03188,+91-7333502691,Landline,P04098,Jio,Inactive,C0287
PH03189,+91-7524322478,Mobile,P04099,Airtel,Active,C0287
PH03190,+91-8964593383,Mobile,P04100,MetroWave Communications,Active,C0287
PH03191,+91-7135026789,Mobile,P04103,BSNL,Inactive,C0287
PH03192,+91-9412639267,Mobile,P04104,Airtel,Active,C0287
PH03193,+91-7047722672,Landline,P04105,Vi,Active,C0288
PH03194,+91-9555223365,Mobile,P04106,MetroWave Communications,Active,C0288
PH03195,+91-7351807978,Mobile,P04108,MetroWave Communications,Active,C0288
PH03196,+91-8121543728,Mobile,P04110,Vi,Active,C0288
PH03197,+91-8165983302,Mobile,P04115,Airtel,Active,C0289
PH03198,+91-7744911992,Mobile,P04116,Vi,Active,C0289
PH03199,+91-9991784873,Landline,P04117,Vi,Active,C0289
PH03200,+91-9376071370,Mobile,P04118,Jio,Active,C0289
PH03201,+91-8572329812,Mobile,P04119,MetroWave Communications,Active,C0289
PH03202,+91-7792921551,Mobile,P04120,MetroWave Communications,Active,C0289
PH03203,+91-9871972040,Mobile,P04121,Airtel,Active,C0289
PH03204,+91-9236590272,Mobile,P04123,Jio,Active,C0289
PH03205,+91-9471818733,Mobile,P04125,Jio,Active,C0289
PH03206,+91-8652055175,Mobile,P04126,MetroWave Communications,Active,C0289
PH03207,+91-7123384809,Mobile,P04127,BSNL,Active,C0289
PH03208,+91-9916702243,Landline,P04127,Vi,Active,C0289
PH03209,+91-9968984745,Mobile,P04128,Vi,Active,C0289
PH03210,+91-8932135287,Mobile,P04128,MetroWave Communications,Active,C0289
PH03211,+91-7872928442,Mobile,P04129,Vi,Active,C0289
PH03212,+91-8842587989,Mobile,P04130,Airtel,Active,C0290
PH03213,+91-9078528234,Mobile,P04131,Jio,Active,C0290
PH03214,+91-7909111008,Landline,P04134,BSNL,Active,C0290
PH03215,+91-8145713496,Mobile,P04135,Jio,Active,C0290
PH03216,+91-7341076333,Mobile,P04136,BSNL,Active,C0290
PH03217,+91-9640930176,Mobile,P04140,MetroWave Communications,Active,C0291
PH03218,+91-8890092950,Mobile,P04141,MetroWave Communications,Active,C0291
PH03219,+91-9961455862,Landline,P04142,Jio,Inactive,C0291
PH03220,+91-8660582389,Mobile,P04143,Vi,Inactive,C0291
PH03221,+91-8245879399,Mobile,P04144,BSNL,Active,C0291
PH03222,+91-7790831510,Mobile,P04145,Jio,Active,C0291
PH03223,+91-7864749208,Mobile,P04146,Vi,Active,C0291
PH03224,+91-7418076177,Mobile,P04146,MetroWave Communications,Active,C0291
PH03225,+91-9804025365,Mobile,P04147,Jio,Active,C0291
PH03226,+91-7967525616,Mobile,P04149,Jio,Active,C0291
PH03227,+91-8351275850,Mobile,P04151,Jio,Active,C0291
PH03228,+91-9991398801,Mobile,P04154,Airtel,Active,C0291
PH03229,+91-8019654008,Mobile,P04155,MetroWave Communications,Active,C0291
PH03230,+91-7448707065,Mobile,P04156,Vi,Active,C0291
PH03231,+91-7557622934,Mobile,P04156,MetroWave Communications,Active,C0291
PH03232,+91-7588843840,Mobile,P04157,Airtel,Inactive,C0291
PH03233,+91-9574184315,Mobile,P04158,Vi,Active,C0291
PH03234,+91-7175679383,Mobile,P04162,Jio,Active,C0293
PH03235,+91-8541034968,Mobile,P04164,BSNL,Active,C0293
PH03236,+91-8224264146,Mobile,P04169,BSNL,Active,C0294
PH03237,+91-7188899429,Mobile,P04170,BSNL,Active,C0294
PH03238,+91-7743617067,Mobile,P04171,BSNL,Active,C0294
PH03239,+91-9666708359,Mobile,P04171,Airtel,Active,C0294
PH03240,+91-9951114932,Mobile,P04172,Vi,Inactive,C0294
PH03241,+91-9582222282,Mobile,P04173,Jio,Active,C0294
PH03242,+91-7759288991,Mobile,P04174,Jio,Active,C0294
PH03243,+91-8282125314,Mobile,P04175,Airtel,Active,C0294
PH03244,+91-9006510753,Mobile,P04176,Vi,Active,C0294
PH03245,+91-8277452396,Mobile,P04177,Jio,Inactive,C0294
PH03246,+91-7210228904,Mobile,P04178,Jio,Inactive,C0294
PH03247,+91-8554361031,Mobile,P04178,Vi,Active,C0294
PH03248,+91-8738260648,Mobile,P04179,Airtel,Active,C0294
PH03249,+91-8275233890,Mobile,P04180,Jio,Inactive,C0295
PH03250,+91-8849689620,Mobile,P04181,BSNL,Active,C0295
PH03251,+91-7054120728,Mobile,P04182,Jio,Active,C0295
PH03252,+91-9144924216,Mobile,P04183,Jio,Inactive,C0295
PH03253,+91-7545851047,Mobile,P04183,Vi,Active,C0295
PH03254,+91-8124025560,Mobile,P04184,Airtel,Active,C0295
PH03255,+91-8833833010,Mobile,P04187,BSNL,Active,C0295
PH03256,+91-7299298822,Landline,P04190,MetroWave Communications,Active,C0295
PH03257,+91-7384541957,Mobile,P04191,Jio,Active,C0295
PH03258,+91-9855911604,Mobile,P04192,BSNL,Active,C0295
PH03259,+91-8253903775,Mobile,P04195,Jio,Active,C0295
PH03260,+91-8649959135,Mobile,P04196,Jio,Active,C0295
PH03261,+91-7226253220,Landline,P04197,Vi,Active,C0295
PH03262,+91-8831979990,Mobile,P04198,MetroWave Communications,Active,C0295
PH03263,+91-9192163718,Mobile,P04200,BSNL,Active,C0295
PH03264,+91-9253762384,Mobile,P04202,Vi,Active,C0295
PH03265,+91-7752147867,Mobile,P04204,BSNL,Active,C0295
PH03266,+91-7043127721,Mobile,P04205,BSNL,Active,C0296
PH03267,+91-8427012187,Mobile,P04208,Vi,Active,C0296
PH03268,+91-7374487576,Mobile,P04210,BSNL,Active,C0296
PH03269,+91-7423071369,Landline,P04212,Jio,Active,C0296
PH03270,+91-8817301254,Mobile,P04213,MetroWave Communications,Active,C0296
PH03271,+91-8169504468,Mobile,P04214,BSNL,Active,C0296
PH03272,+91-8165315849,Mobile,P04215,Airtel,Active,C0297
PH03273,+91-7671916459,Mobile,P04216,MetroWave Communications,Active,C0297
PH03274,+91-8423924441,Mobile,P04217,BSNL,Active,C0297
PH03275,+91-8037883430,Mobile,P04219,BSNL,Active,C0298
PH03276,+91-7465991526,Mobile,P04220,Jio,Active,C0298
PH03277,+91-7953527856,Mobile,P04221,Vi,Active,C0298
PH03278,+91-7620090876,Mobile,P04221,Airtel,Active,C0298
PH03279,+91-8282969092,Mobile,P04222,MetroWave Communications,Active,C0298
PH03280,+91-9608632290,Mobile,P04222,Jio,Active,C0298
PH03281,+91-7840012920,Mobile,P04224,Jio,Inactive,C0299
PH03282,+91-8241259212,Mobile,P04226,Jio,Active,C0299
PH03283,+91-9019365578,Mobile,P04228,BSNL,Active,C0299
PH03284,+91-8288823780,Mobile,P04229,Jio,Active,C0300
PH03285,+91-8085436256,Mobile,P04230,Vi,Active,C0300
PH03286,+91-8518840463,Mobile,P04231,BSNL,Active,C0301
PH03287,+91-7819597866,Mobile,P04233,BSNL,Active,C0301
PH03288,+91-9135133229,Mobile,P04236,Airtel,Active,C0301
PH03289,+91-7715871497,Mobile,P04238,MetroWave Communications,Active,C0302
PH03290,+91-7693784321,Mobile,P04242,Airtel,Active,C0302
PH03291,+91-7004907023,Mobile,P04242,MetroWave Communications,Active,C0302
PH03292,+91-9538491326,Mobile,P04243,BSNL,Active,C0302
PH03293,+91-7887846045,Mobile,P04244,MetroWave Communications,Active,C0302
PH03294,+91-9495479855,Mobile,P04245,Vi,Active,C0303
PH03295,+91-9933016794,Mobile,P04246,BSNL,Active,C0303
PH03296,+91-7952001225,Mobile,P02247,BSNL,Active,C0304
PH03297,+91-7076312064,Mobile,P04248,Jio,Active,C0304
PH03298,+91-7454830712,Mobile,P04250,Jio,Active,C0304
PH03299,+91-8530922266,Mobile,P04251,Airtel,Active,C0304
PH03300,+91-7327448497,Mobile,P04252,Jio,Active,C0304
PH03301,+91-7836783527,Mobile,P04252,Jio,Active,C0304
PH03302,+91-7979842697,Mobile,P04253,Airtel,Active,C0304
PH03303,+91-9026939531,Mobile,P04254,MetroWave Communications,Active,C0304
PH03304,+91-7838106998,Mobile,P04255,Airtel,Active,C0304
PH03305,+91-8517784330,Mobile,P04257,Jio,Active,C0304
PH03306,+91-7199182616,Mobile,P04258,Jio,Active,C0304
PH03307,+91-7077614293,Mobile,P04259,Jio,Active,C0304
PH03308,+91-7294660578,Mobile,P04260,MetroWave Communications,Active,C0304
PH03309,+91-9583425540,Mobile,P04260,Vi,Active,C0304
PH03310,+91-9191185202,Mobile,P04262,Airtel,Active,C0305
PH03311,+91-8038825048,Mobile,P04262,Jio,Active,C0305
PH03312,+91-8750358278,Mobile,P04263,Jio,Inactive,C0305
PH03313,+91-8273351232,Mobile,P04268,Airtel,Inactive,C0305
PH03314,+91-9044747401,Mobile,P04269,Jio,Active,C0306
PH03315,+91-8570123991,Mobile,P04270,Vi,Inactive,C0306
PH03316,+91-8946968190,Mobile,P04272,Jio,Active,C0306
PH03317,+91-9257979916,Mobile,P04273,MetroWave Communications,Active,C0306
PH03318,+91-7603184576,Mobile,P04275,Jio,Active,C0306
PH03319,+91-7738942409,Mobile,P04276,BSNL,Inactive,C0307
PH03320,+91-7878590409,Mobile,P04276,MetroWave Communications,Active,C0307
PH03321,+91-8519752850,Mobile,P04278,Jio,Active,C0307
PH03322,+91-7932850672,Mobile,P04279,BSNL,Active,C0307
PH03323,+91-7193395445,Mobile,P04281,Airtel,Active,C0307
PH03324,+91-7629405544,Mobile,P04285,MetroWave Communications,Active,C0307
PH03325,+91-9882979062,Mobile,P04287,Airtel,Active,C0308
PH03326,+91-9941410507,Mobile,P04288,BSNL,Active,C0308
PH03327,+91-9464697456,Mobile,P04288,Vi,Active,C0308
PH03328,+91-7712476370,Mobile,P04289,Jio,Active,C0308
PH03329,+91-9275108607,Mobile,P04289,Vi,Active,C0308
PH03330,+91-7405897733,Mobile,P04290,MetroWave Communications,Active,C0308
PH03331,+91-9466792999,Mobile,P04291,Airtel,Active,C0309
PH03332,+91-7801332992,Mobile,P04295,Airtel,Active,C0309
PH03333,+91-8241392007,Mobile,P04297,Jio,Inactive,C0309
PH03334,+91-9023719190,Mobile,P03011,MetroWave Communications,Active,C0310
PH03335,+91-9535108337,Mobile,P03008,MetroWave Communications,Active,C0310
PH03336,+91-7561461555,Mobile,P04298,MetroWave Communications,Active,C0310
PH03337,+91-9804536944,Mobile,P04299,BSNL,Active,C0310
PH03338,+91-8890720677,Mobile,P04299,BSNL,Active,C0310
PH03339,+91-8027005741,Mobile,P04301,BSNL,Active,C0310
PH03340,+91-9414732582,Mobile,P04301,Vi,Active,C0310
PH03341,+91-8241311713,Landline,P04302,MetroWave Communications,Inactive,C0310
PH03342,+91-9509407863,Mobile,P04304,Jio,Active,C0310
PH03343,+91-9993797686,Mobile,P04305,Jio,Inactive,C0310
PH03344,+91-9285938467,Mobile,P04306,Airtel,Active,C0310
PH03345,+91-7711491934,Mobile,P04307,Airtel,Active,C0310
PH03346,+91-8782421299,Mobile,P04309,BSNL,Active,C0311
PH03347,+91-7709386515,Mobile,P04316,Airtel,Active,C0312
PH03348,+91-8679980897,Mobile,P04318,MetroWave Communications,Active,C0312
PH03349,+91-7421602752,Mobile,P04319,MetroWave Communications,Active,C0312
PH03350,+91-9681356435,Mobile,P04320,Vi,Inactive,C0312
PH03351,+91-7320229377,Mobile,P04321,BSNL,Inactive,C0312
PH03352,+91-9769134184,Mobile,P04322,BSNL,Inactive,C0312
PH03353,+91-7010587259,Mobile,P04323,Jio,Active,C0312
PH03354,+91-7847433962,Mobile,P00058,MetroWave Communications,Active,C0313
PH03355,+91-8653613831,Landline,P04324,MetroWave Communications,Active,C0313
PH03356,+91-8912734576,Mobile,P04325,Airtel,Active,C0313
PH03357,+91-7007155310,Landline,P04326,Vi,Active,C0313
PH03358,+91-9071580340,Mobile,P04327,MetroWave Communications,Active,C0313
PH03359,+91-8662943684,Mobile,P04329,MetroWave Communications,Inactive,C0313
PH03360,+91-9844889828,Mobile,P04330,Vi,Active,C0313
PH03361,+91-9941807503,Mobile,P04331,Vi,Active,C0313
PH03362,+91-9563328775,Mobile,P04333,Airtel,Active,C0313
PH03363,+91-8361765276,Mobile,P04334,BSNL,Active,C0313
PH03364,+91-8840279150,Mobile,P04336,Jio,Active,C0313
PH03365,+91-8377718842,Mobile,P04336,MetroWave Communications,Active,C0313
PH03366,+91-8706576580,Mobile,P04337,BSNL,Active,C0313
PH03367,+91-9166257143,Mobile,P04338,MetroWave Communications,Active,C0313
PH03368,+91-7153118916,Mobile,P04339,Airtel,Active,C0313
PH03369,+91-9987386905,Landline,P04340,Jio,Active,C0313
PH03370,+91-7383443408,Landline,P04341,BSNL,Inactive,C0313
PH03371,+91-8465068496,Mobile,P04345,Airtel,Inactive,C0316
PH03372,+91-7417322644,Mobile,P04346,Jio,Active,C0316
PH03373,+91-7854513423,Mobile,P04348,BSNL,Active,C0316
PH03374,+91-9893844631,Mobile,P04349,Vi,Active,C0316
PH03375,+91-8511570331,Mobile,P04350,Jio,Active,C0316
PH03376,+91-9467667290,Mobile,P04351,Airtel,Active,C0316
PH03377,+91-9876388630,Mobile,P04353,MetroWave Communications,Active,C0316
PH03378,+91-9882112287,Mobile,P04354,Airtel,Active,C0316
PH03379,+91-9421622599,Mobile,P04355,MetroWave Communications,Active,C0316
PH03380,+91-9900267806,Mobile,P04356,MetroWave Communications,Active,C0316
PH03381,+91-7806754529,Mobile,P04357,Jio,Active,C0316
PH03382,+91-7494608413,Mobile,P04358,Vi,Active,C0316
PH03383,+91-7793070623,Mobile,P04359,BSNL,Inactive,C0316
PH03384,+91-8059019470,Mobile,P04361,MetroWave Communications,Active,C0316
PH03385,+91-9910564723,Mobile,P04362,Airtel,Active,C0316
PH03386,+91-8949503002,Landline,P04363,BSNL,Inactive,C0316
PH03387,+91-9347386789,Mobile,P04363,MetroWave Communications,Active,C0316
PH03388,+91-8075750540,Mobile,P04364,BSNL,Active,C0316
PH03389,+91-9297449771,Mobile,P04365,Jio,Active,C0316
PH03390,+91-9555071513,Mobile,P04366,Jio,Inactive,C0316
PH03391,+91-7602361480,Mobile,P04368,Vi,Active,C0316
PH03392,+91-7413513932,Mobile,P04370,Vi,Active,C0316
PH03393,+91-8597404428,Mobile,P04370,Vi,Active,C0316
PH03394,+91-8275460385,Mobile,P04371,Airtel,Active,C0316
PH03395,+91-9579866184,Mobile,P04372,Vi,Inactive,C0316
PH03396,+91-7718417422,Mobile,P04373,Jio,Active,C0316
PH03397,+91-8319770970,Mobile,P04374,Airtel,Active,C0316
PH03398,+91-7575535111,Mobile,P04374,Vi,Active,C0316
PH03399,+91-9050567724,Landline,P04375,BSNL,Inactive,C0316
PH03400,+91-8035003957,Landline,P04378,Vi,Active,C0317
PH03401,+91-9102075135,Mobile,P04379,Airtel,Active,C0317
PH03402,+91-7066388103,Mobile,P04380,Vi,Active,C0317
PH03403,+91-9686451965,Mobile,P04380,Jio,Active,C0317
PH03404,+91-8150812898,Landline,P04384,BSNL,Active,C0317
